"time","group","facet","metric","value","unit","definition","label","axis"
2012,"A","all","recruitment",66842346.8437972,"fish","Illustrative recruitment","Recruitment","regional-scaling"
2013,"A","all","recruitment",65192003.4199912,"fish","Illustrative recruitment","Recruitment","regional-scaling"
2014,"A","all","recruitment",63582407.1205024,"fish","Illustrative recruitment","Recruitment","regional-scaling"
2015,"A","all","recruitment",62012551.8952468,"fish","Illustrative recruitment","Recruitment","regional-scaling"
2016,"A","all","recruitment",60481456.5336056,"fish","Illustrative recruitment","Recruitment","regional-scaling"
2017,"A","all","recruitment",58988164.0511363,"fish","Illustrative recruitment","Recruitment","regional-scaling"
2018,"A","all","recruitment",57531741.0914266,"fish","Illustrative recruitment","Recruitment","regional-scaling"
2019,"A","all","recruitment",56111277.3427161,"fish","Illustrative recruitment","Recruitment","regional-scaling"
2020,"A","all","recruitment",54725884.9689218,"fish","Illustrative recruitment","Recruitment","regional-scaling"
2001,"B","all","recruitment",9.6e+07,"fish","Illustrative recruitment","Recruitment","regional-scaling"
2002,"B","all","recruitment",93629751.5547199,"fish","Illustrative recruitment","Recruitment","regional-scaling"
2003,"B","all","recruitment",91318024.7520685,"fish","Illustrative recruitment","Recruitment","regional-scaling"
2004,"B","all","recruitment",89063374.6875411,"fish","Illustrative recruitment","Recruitment","regional-scaling"
2005,"B","all","recruitment",86864392.1314521,"fish","Illustrative recruitment","Recruitment","regional-scaling"
2006,"B","all","recruitment",84719702.6481212,"fish","Illustrative recruitment","Recruitment","regional-scaling"
2007,"B","all","recruitment",82627965.7368056,"fish","Illustrative recruitment","Recruitment","regional-scaling"
2008,"B","all","recruitment",80587873.9938439,"fish","Illustrative recruitment","Recruitment","regional-scaling"
2009,"B","all","recruitment",78598152.2954863,"fish","Illustrative recruitment","Recruitment","regional-scaling"
2010,"B","all","recruitment",76657557.0009002,"fish","Illustrative recruitment","Recruitment","regional-scaling"
2011,"B","all","recruitment",74764875.1748549,"fish","Illustrative recruitment","Recruitment","regional-scaling"
2012,"B","all","recruitment",72918923.829597,"fish","Illustrative recruitment","Recruitment","regional-scaling"
2013,"B","all","recruitment",71118549.1854449,"fish","Illustrative recruitment","Recruitment","regional-scaling"
2014,"B","all","recruitment",69362625.9496389,"fish","Illustrative recruitment","Recruitment","regional-scaling"
2015,"B","all","recruitment",67650056.6129965,"fish","Illustrative recruitment","Recruitment","regional-scaling"
2016,"B","all","recruitment",65979770.7639333,"fish","Illustrative recruitment","Recruitment","regional-scaling"
2017,"B","all","recruitment",64350724.4194214,"fish","Illustrative recruitment","Recruitment","regional-scaling"
2018,"B","all","recruitment",62761899.3724653,"fish","Illustrative recruitment","Recruitment","regional-scaling"
2019,"B","all","recruitment",61212302.5556902,"fish","Illustrative recruitment","Recruitment","regional-scaling"
2020,"B","all","recruitment",59700965.4206419,"fish","Illustrative recruitment","Recruitment","regional-scaling"
2001,"A","all","fishing_mortality",0.264,"per year","Illustrative fishing_mortality","Fishing mortality","regional-scaling"
2002,"A","all","fishing_mortality",0.25748181677548,"per year","Illustrative fishing_mortality","Fishing mortality","regional-scaling"
2003,"A","all","fishing_mortality",0.251124568068189,"per year","Illustrative fishing_mortality","Fishing mortality","regional-scaling"
2004,"A","all","fishing_mortality",0.244924280390738,"per year","Illustrative fishing_mortality","Fishing mortality","regional-scaling"
2005,"A","all","fishing_mortality",0.238877078361493,"per year","Illustrative fishing_mortality","Fishing mortality","regional-scaling"
2006,"A","all","fishing_mortality",0.232979182282333,"per year","Illustrative fishing_mortality","Fishing mortality","regional-scaling"
2007,"A","all","fishing_mortality",0.227226905776215,"per year","Illustrative fishing_mortality","Fishing mortality","regional-scaling"
2008,"A","all","fishing_mortality",0.221616653483071,"per year","Illustrative fishing_mortality","Fishing mortality","regional-scaling"
2009,"A","all","fishing_mortality",0.216144918812587,"per year","Illustrative fishing_mortality","Fishing mortality","regional-scaling"
2010,"A","all","fishing_mortality",0.210808281752476,"per year","Illustrative fishing_mortality","Fishing mortality","regional-scaling"
2011,"A","all","fishing_mortality",0.205603406730851,"per year","Illustrative fishing_mortality","Fishing mortality","regional-scaling"
2012,"A","all","fishing_mortality",0.200527040531392,"per year","Illustrative fishing_mortality","Fishing mortality","regional-scaling"
2013,"A","all","fishing_mortality",0.195576010259974,"per year","Illustrative fishing_mortality","Fishing mortality","regional-scaling"
2014,"A","all","fishing_mortality",0.190747221361507,"per year","Illustrative fishing_mortality","Fishing mortality","regional-scaling"
2015,"A","all","fishing_mortality",0.18603765568574,"per year","Illustrative fishing_mortality","Fishing mortality","regional-scaling"
2016,"A","all","fishing_mortality",0.181444369600817,"per year","Illustrative fishing_mortality","Fishing mortality","regional-scaling"
2017,"A","all","fishing_mortality",0.176964492153409,"per year","Illustrative fishing_mortality","Fishing mortality","regional-scaling"
2018,"A","all","fishing_mortality",0.17259522327428,"per year","Illustrative fishing_mortality","Fishing mortality","regional-scaling"
2019,"A","all","fishing_mortality",0.168333832028148,"per year","Illustrative fishing_mortality","Fishing mortality","regional-scaling"
2020,"A","all","fishing_mortality",0.164177654906765,"per year","Illustrative fishing_mortality","Fishing mortality","regional-scaling"
2001,"B","all","fishing_mortality",0.288,"per year","Illustrative fishing_mortality","Fishing mortality","regional-scaling"
2002,"B","all","fishing_mortality",0.28088925466416,"per year","Illustrative fishing_mortality","Fishing mortality","regional-scaling"
2003,"B","all","fishing_mortality",0.273954074256206,"per year","Illustrative fishing_mortality","Fishing mortality","regional-scaling"
2004,"B","all","fishing_mortality",0.267190124062623,"per year","Illustrative fishing_mortality","Fishing mortality","regional-scaling"
2005,"B","all","fishing_mortality",0.260593176394356,"per year","Illustrative fishing_mortality","Fishing mortality","regional-scaling"
2006,"B","all","fishing_mortality",0.254159107944363,"per year","Illustrative fishing_mortality","Fishing mortality","regional-scaling"
2007,"B","all","fishing_mortality",0.247883897210417,"per year","Illustrative fishing_mortality","Fishing mortality","regional-scaling"
2008,"B","all","fishing_mortality",0.241763621981532,"per year","Illustrative fishing_mortality","Fishing mortality","regional-scaling"
2009,"B","all","fishing_mortality",0.235794456886459,"per year","Illustrative fishing_mortality","Fishing mortality","regional-scaling"
2010,"B","all","fishing_mortality",0.229972671002701,"per year","Illustrative fishing_mortality","Fishing mortality","regional-scaling"
2011,"B","all","fishing_mortality",0.224294625524565,"per year","Illustrative fishing_mortality","Fishing mortality","regional-scaling"
2012,"B","all","fishing_mortality",0.218756771488791,"per year","Illustrative fishing_mortality","Fishing mortality","regional-scaling"
2013,"B","all","fishing_mortality",0.213355647556335,"per year","Illustrative fishing_mortality","Fishing mortality","regional-scaling"
2014,"B","all","fishing_mortality",0.208087877848917,"per year","Illustrative fishing_mortality","Fishing mortality","regional-scaling"
2015,"B","all","fishing_mortality",0.202950169838989,"per year","Illustrative fishing_mortality","Fishing mortality","regional-scaling"
2016,"B","all","fishing_mortality",0.1979393122918,"per year","Illustrative fishing_mortality","Fishing mortality","regional-scaling"
2017,"B","all","fishing_mortality",0.193052173258264,"per year","Illustrative fishing_mortality","Fishing mortality","regional-scaling"
2018,"B","all","fishing_mortality",0.188285698117396,"per year","Illustrative fishing_mortality","Fishing mortality","regional-scaling"
2019,"B","all","fishing_mortality",0.183636907667071,"per year","Illustrative fishing_mortality","Fishing mortality","regional-scaling"
2020,"B","all","fishing_mortality",0.179102896261926,"per year","Illustrative fishing_mortality","Fishing mortality","regional-scaling"
